부품명,Part No,제목,정리,부품체계_1,부품체계_2,부품체계_3,data,target,target_빈도,data_len,predict
BEDPLATE ASSY,21130-2U001,TRG 21130-2U001 porosity NOK (PPR-20082511),POROSITY NOK,ENGINE,CYLINDER BLOCK,베드플레이트,POROSITY NOK ENGINE CYLINDER BLOCK 베드플레이트,기포,477,6,기포
BEDPLATE ASSY,21130-2U001,TRG 21130-2U001 nok lot (PPR-20082801),NOK,ENGINE,CYLINDER BLOCK,베드플레이트,NOK ENGINE CYLINDER BLOCK 베드플레이트,칩,58,5,칩
BEDPLATE ASSY,21130-2U001,TRG 21130-2U001 missing lot number (PPR-20060505),MISSING NUMBER,ENGINE,CYLINDER BLOCK,베드플레이트,MISSING NUMBER ENGINE CYLINDER BLOCK 베드플레이트,로트마킹누락,4,6,로트마킹누락
BEDPLATE ASSY,21130-2U001,TRG 21130-2U001 foreign material (PPR-20022557),FOREIGN MATERIAL,ENGINE,CYLINDER BLOCK,베드플레이트,FOREIGN MATERIAL ENGINE CYLINDER BLOCK 베드플레이트,이물유입,124,6,이물유입
BEDPLATE ASSY,21130-2U001,TRG 21130-2U001 foreign material (PPR-20021002),FOREIGN MATERIAL,ENGINE,CYLINDER BLOCK,베드플레이트,FOREIGN MATERIAL ENGINE CYLINDER BLOCK 베드플레이트,이물유입,124,6,이물유입
BEDPLATE ASSY,21130-2U001,TRG 21130-2U001 foreign material (PPR-20020702),FOREIGN MATERIAL,ENGINE,CYLINDER BLOCK,베드플레이트,FOREIGN MATERIAL ENGINE CYLINDER BLOCK 베드플레이트,이물유입,124,6,이물유입
BEDPLATE ASSY,21130-2U001,TRG 21130-2U001 deformation (PPR-20043007),DEFORMATION,ENGINE,CYLINDER BLOCK,베드플레이트,DEFORMATION ENGINE CYLINDER BLOCK 베드플레이트,핀휨,53,5,부싱휨
BEDPLATE ASSY,21130-2U001,TRG 21130-2U001 deformation (PPR-20031902),DEFORMATION,ENGINE,CYLINDER BLOCK,베드플레이트,DEFORMATION ENGINE CYLINDER BLOCK 베드플레이트,핀휨,53,5,부싱휨
BEDPLATE ASSY,21130-2U001,TRG 21130-2U001 damaged bushing (PPR-20061701),DAMAGED,ENGINE,CYLINDER BLOCK,베드플레이트,DAMAGED ENGINE CYLINDER BLOCK 베드플레이트,파손,546,5,파손
BEDPLATE ASSY,21130-2U001,TRG 21130-2U001 chip (PPR-20022556),CHIP,ENGINE,CYLINDER BLOCK,베드플레이트,CHIP ENGINE CYLINDER BLOCK 베드플레이트,칩,58,5,칩
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 wrong diameter (PPR 273-20),WRONG DIAMETER,ENGINE,CYLINDER BLOCK,베드플레이트,WRONG DIAMETER ENGINE CYLINDER BLOCK 베드플레이트,홀치수불량,25,6,나사산찍힘
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 wrong diameter (PPR 127-20),WRONG DIAMETER,ENGINE,CYLINDER BLOCK,베드플레이트,WRONG DIAMETER ENGINE CYLINDER BLOCK 베드플레이트,홀치수불량,25,6,나사산찍힘
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 NOK LOT (PPR 266-20),NOK,ENGINE,CYLINDER BLOCK,베드플레이트,NOK ENGINE CYLINDER BLOCK 베드플레이트,이물유입,124,5,칩
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 multiple porosity (PPR 164-20),POROSITY,ENGINE,CYLINDER BLOCK,베드플레이트,POROSITY ENGINE CYLINDER BLOCK 베드플레이트,오염,613,5,기포
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 leakage (PPR 049-20),LEAKAGE,ENGINE,CYLINDER BLOCK,베드플레이트,LEAKAGE ENGINE CYLINDER BLOCK 베드플레이트,누유,82,5,누유
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 leak test NOK (PPR 172-20),LEAK NOK,ENGINE,CYLINDER BLOCK,베드플레이트,LEAK NOK ENGINE CYLINDER BLOCK 베드플레이트,누유,82,6,누유
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 leak test nok (PPR 106-20),LEAK NOK,ENGINE,CYLINDER BLOCK,베드플레이트,LEAK NOK ENGINE CYLINDER BLOCK 베드플레이트,누유,82,6,누유
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 leak test NOK (PPR 105-20),LEAK NOK,ENGINE,CYLINDER BLOCK,베드플레이트,LEAK NOK ENGINE CYLINDER BLOCK 베드플레이트,누유,82,6,누유
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 leak test NOK (PPR 099-20),LEAK NOK,ENGINE,CYLINDER BLOCK,베드플레이트,LEAK NOK ENGINE CYLINDER BLOCK 베드플레이트,누유,82,6,누유
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 foreign material (PPR 043-20),FOREIGN MATERIAL,ENGINE,CYLINDER BLOCK,베드플레이트,FOREIGN MATERIAL ENGINE CYLINDER BLOCK 베드플레이트,이물유입,124,6,이물유입
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 dimension (PPR 082-20),DIMENSION,ENGINE,CYLINDER BLOCK,베드플레이트,DIMENSION ENGINE CYLINDER BLOCK 베드플레이트,치수불량,242,5,치수불량
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 cold test NOK (PPR 098-20),COLD NOK,ENGINE,CYLINDER BLOCK,베드플레이트,COLD NOK ENGINE CYLINDER BLOCK 베드플레이트,기포,477,6,칩
BEDPLATE ASSY,21130-2U001,LN 21130-2U001 BED PLATE wrong Dim's (PPR 068-20),WRONG,ENGINE,CYLINDER BLOCK,베드플레이트,WRONG ENGINE CYLINDER BLOCK 베드플레이트,치수불량,242,5,이종
BEDPLATE ASSY,21130-2U001,GSK 21130-2U001 chip (PPR-20020503),CHIP,ENGINE,CYLINDER BLOCK,베드플레이트,CHIP ENGINE CYLINDER BLOCK 베드플레이트,칩,58,5,칩
BOLT-PLUG,21133-2B010,TRG 21133-2B010 wrong part (PPR-20051206),WRONG PART,ENGINE,CYLINDER BLOCK,볼트_플러그,WRONG PART ENGINE CYLINDER BLOCK 볼트플러그,나사산찍힘,5,6,이종
BOLT-PLUG,21133-2B010,TRG 21133-2B010 wrong part (PPR-20041605),WRONG PART,ENGINE,CYLINDER BLOCK,볼트_플러그,WRONG PART ENGINE CYLINDER BLOCK 볼트플러그,나사산찍힘,5,6,이종
BOLT-PLUG,21133-2B010,LN 21133-2B010 wrong part (PPR 111-20),WRONG PART,ENGINE,CYLINDER BLOCK,볼트_플러그,WRONG PART ENGINE CYLINDER BLOCK 볼트플러그,이종,199,6,이종
JET ASSY-PISTON COOLING,21150-07000,Less Plating ,LESS PLATING,ENGINE,CYLINDER BLOCK,잭_피스톤쿨리젯,LESS PLATING ENGINE CYLINDER BLOCK 잭피스톤쿨리젯,도금두께미달,3,6,칩
"SOL VALVE-OIL PUMP

",21150-2U000,TRG 21150-2U000 clip problem (PPR-20040608),PROBLEM,ENGINE,CYLINDER BLOCK,솔레노이드밸브_오일펌프,PROBLEM ENGINE CYLINDER BLOCK 솔레노이드밸브오일펌프,클립치수불량,3,5,클립치수불량
"SOL VALVE-OIL PUMP

",21150-2U000,TRG 21150-2U000 clip problem (PPR-20022612),PROBLEM,ENGINE,CYLINDER BLOCK,솔레노이드밸브_오일펌프,PROBLEM ENGINE CYLINDER BLOCK 솔레노이드밸브오일펌프,클립치수불량,3,5,클립치수불량
"SOL VALVE-OIL PUMP

",21150-2U000,SVG 21150-2U000 malfunction (PPR 298-20),MALFUNCTION,ENGINE,CYLINDER BLOCK,솔레노이드밸브_오일펌프,MALFUNCTION ENGINE CYLINDER BLOCK 솔레노이드밸브오일펌프,작동불량,381,5,작동불량
"SOL VALVE-OIL PUMP

",21150-2U000,LN 21150-2U000 clip problem (PPR 064-20),PROBLEM,ENGINE,CYLINDER BLOCK,솔레노이드밸브_오일펌프,PROBLEM ENGINE CYLINDER BLOCK 솔레노이드밸브오일펌프,클립치수불량,3,5,클립치수불량
BODY-PISTON COOLING JET,21151-84460,BODY-PISTON COOLING JET-서브품 누락,서브품 누락,ENGINE,CYLINDER BLOCK,피스톤쿨링젯바디,서브품 누락 ENGINE CYLINDER BLOCK 피스톤쿨링젯바디,서브파트누락,116,6,서브파트누락
"O-RING (to B/Plate, B/Plate-C/Block)",21162-2U000,LN 21162-2U000 mixed (PPR 023-20),MIXED,ENGINE,CYLINDER BLOCK,링_O,MIXED ENGINE CYLINDER BLOCK 링O,이종,199,5,파손
INSERT WATER JACKET-IN,21171-2M010,"Rib Broken In Parts, Lip Seal Miss",BROKEN PART MISS,ENGINE,CYLINDER BLOCK,인서트워터자켓,BROKEN PART MISS ENGINE CYLINDER BLOCK 인서트워터자켓,파손,546,7,파손
INSERT WATER JACKET-IN,21171-2M010,Lip Seal Teared Lip Seal Missed,TEARED MISSED,ENGINE,CYLINDER BLOCK,인서트워터자켓,TEARED MISSED ENGINE CYLINDER BLOCK 인서트워터자켓,깨짐,38,6,주름
INSERT WATER JACKET-IN,21171-2M010,Lip Seal Damage ,DAMAGE,ENGINE,CYLINDER BLOCK,인서트워터자켓,DAMAGE ENGINE CYLINDER BLOCK 인서트워터자켓,파손,546,5,파손
INSERT WATER JACKET-EX,21171-2M111,Catridge Not Assembled Properly,CATRIDGE NOT ASSEMBLED PROPERLY,ENGINE,CYLINDER BLOCK,인서트워터자켓,CATRIDGE NOT ASSEMBLED PROPERLY ENGINE CYLINDER BLOCK 인서트워터자켓,서브파트오조립,13,8,서브파트오조립
NIPPLE ASSY-VACUUM,21180-2U000,TRG 21180-2U000 missing o-ring (PPR-20082704),MISSING,ENGINE,CYLINDER BLOCK,니플_버큠,MISSING ENGINE CYLINDER BLOCK 니플버큠,O링누락,4,5,O링누락
NIPPLE ASSY-VACUUM,21180-2U000,LN 21180-2U000 missing o-ring (PPR 221-20),MISSING,ENGINE,CYLINDER BLOCK,니플_버큠,MISSING ENGINE CYLINDER BLOCK 니플버큠,O링누락,4,5,O링누락
NIPPLE ASSY-VACUUM,21180-2U000,LN 21180-2U000 / extra gasket on part(PPR067-20),EXTRA PART,ENGINE,CYLINDER BLOCK,니플_버큠,EXTRA PART ENGINE CYLINDER BLOCK 니플버큠,이물유입,124,6,이물유입
BEARING-CRK/SHF UPR STD C,21211-07020,"Scratch ,dent Coating defect And Burr  issues in Parts",SCRATCH DENT COATING DEFECT BURR PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH DENT COATING DEFECT BURR PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,10,스크래치
BEARING-CRK/SHF UPR STD D,21211-07030,Scratches,SCRATCHES,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCHES ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,5,스크래치
BEARING-CRK/SHF UPR STD D,21211-07030,Scratch,SCRATCH,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,5,스크래치
BEARING-CRK/SHF UPR STD E,21211-07040,Scratch,SCRATCH,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,5,스크래치
BEARING-CRANKSHAFT UPR STD A,21211-08000,"Scratch ,dent, Coating defect And Burr  issues in Parts",SCRATCH DENT COATING DEFECT BURR PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH DENT COATING DEFECT BURR PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,10,스크래치
BEARING-CRANKSHAFT UPR STD B,21211-08010,Scratch,SCRATCH,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,5,스크래치
BEARING-CRANKSHAFT UPR STD C,21211-08020,Scratches,SCRATCHES,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCHES ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,5,스크래치
BEARING-CRANKSHAFT UPR STD C,21211-08020,Scratch,SCRATCH,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,5,스크래치
BEARING-CRANKSHAFT UPR STD E,21211-08040,"Scratch ,dent, Coating defect And Burr  issues in Parts",SCRATCH DENT COATING DEFECT BURR PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH DENT COATING DEFECT BURR PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,10,스크래치
BEARING-CRK/SHF UPR STD D　,21211-2B032,LN 21211-2B032 wrong marking (PPR 004-20),WRONG MARKING,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,WRONG MARKING ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,마킹위치불량,3,6,이종
BRG-CRK/SHF UPR STD C,21211-2M020,"Scratch ,dent, Coating defect And Burr  issues in Parts",SCRATCH DENT COATING DEFECT BURR PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH DENT COATING DEFECT BURR PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,10,스크래치
BRG-CRK/SHF UPR W/HOLE STD C,21211-2M070,"Scratch ,dent, Coating defect And Burr  issues in Parts",SCRATCH DENT COATING DEFECT BURR PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH DENT COATING DEFECT BURR PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,10,스크래치
BRG-CRK/SHF UPR W/HOLE STD C,21211-2M070,Scratch,SCRATCH,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,5,스크래치
BRG-CRK/SHF UPR W/HOLE STD D,21211-2M080,"Scratch ,dent, Coating defect And Burr  issues in Parts",SCRATCH DENT COATING DEFECT BURR PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH DENT COATING DEFECT BURR PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,10,스크래치
BRG-CRK/SHF UPR W/HOLE STD D,21211-2M080,Scratch,SCRATCH,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,SCRATCH ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,스크래치,892,5,스크래치
BEARING-CRK/SHF UPR STD C,21211-2U021,HMSK 21211-2U021 miss material (PPR-20040601),MISS MATERIAL,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트어퍼,MISS MATERIAL ENGINE CYLINDER BLOCK 베어링크랭크샤프트어퍼,수량부족,98,6,기공
BEARING-CRK/SHF LWR STD B,21213-07010,Scratch,SCRATCH,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,SCRATCH ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,스크래치,892,5,스크래치
BEARING-CRK/SHF LWR STD C,21213-07020,"Scratch ,dent Coating defect And Burr  issues in Parts",SCRATCH DENT COATING DEFECT BURR PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,SCRATCH DENT COATING DEFECT BURR PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,스크래치,892,10,스크래치
BEARING-CRK/SHF LWR STD C,21213-07020,Scratch,SCRATCH,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,SCRATCH ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,스크래치,892,5,스크래치
BEARING-CRK/SHF LWR STD D,21213-07030,Dent,DENT,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,DENT ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,덴트,204,5,덴트
BEARING-CRK/SHF LWR STD E,21213-07040,"Scratch ,dent, Coating defect And Burr  issues in Parts",SCRATCH DENT COATING DEFECT BURR PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,SCRATCH DENT COATING DEFECT BURR PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,스크래치,892,10,스크래치
BEARING-CRANKSHAFT LWR STD C,21213-08020,"Scratch ,dent, Coating defect And Burr  issues in Parts",SCRATCH DENT COATING DEFECT BURR PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,SCRATCH DENT COATING DEFECT BURR PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,스크래치,892,10,스크래치
BEARING-CRANKSHAFT LWR STD C,21213-08020,Scratch & Dents,SCRATCH DENTS,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,SCRATCH DENTS ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,스크래치,892,6,스크래치
BEARING-CRK/SHF LWR STD A,21213-2M000,"Scratch ,dent, Coating defect And Burr  issues in Parts",SCRATCH DENT COATING DEFECT BURR PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,SCRATCH DENT COATING DEFECT BURR PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,스크래치,892,10,스크래치
BEARING-CRK/SHF LWR STD B,21213-2M010,LOADED IN WRONG DIRECTION,LOADED WRONG DIRECTION,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,LOADED WRONG DIRECTION ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,서브파트오조립,13,7,마킹위치불량
BEARING-CRK/SHF LWR STD C,21213-2M020,"Scratch ,dent, Coating defect And Burr  issues in Parts",SCRATCH DENT COATING DEFECT BURR PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,SCRATCH DENT COATING DEFECT BURR PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,스크래치,892,10,스크래치
BEARING-CRK/SHF LWR STD C,21213-2M020,Scratch,SCRATCH,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,SCRATCH ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,스크래치,892,5,스크래치
BEARING-CRK/SHF LWR STD D,21213-2M030,Scratch,SCRATCH,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,SCRATCH ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,스크래치,892,5,스크래치
BEARING-CRK/SHF LWR STD C,21213-2U021,LN 21213-2U021 burrs (PPR 115-20),BURRS,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트로워,BURRS ENGINE CYLINDER BLOCK 베어링크랭크샤프트로워,버,382,5,누유
BRG-CRK/SHF THRUST,21231-07000,Rust Observed In Parts,RUST PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트쓰러스트,RUST PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트쓰러스트,발청,113,6,발청
BRG-CRK/SHF THRUST,21231-07000,Blue Colour Missed In Parts,COLOUR MISSED PART,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트쓰러스트,COLOUR MISSED PART ENGINE CYLINDER BLOCK 베어링크랭크샤프트쓰러스트,마킹누락,7,7,홀누락
BEARING-CRK/SHF THRUST,21231-2M000,"Dents Observed, Groove Miss, Extra Projection, Colour Missing, Dents Observed ",DENTS GROOVE MISS EXTRA PROJECTION COLOUR MISSING DENTS,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트쓰러스트,DENTS GROOVE MISS EXTRA PROJECTION COLOUR MISSING DENTS ENGINE CYLINDER BLOCK 베어링크랭크샤프트쓰러스트,덴트,204,12,덴트
BEARING-CRK/SHF THRUST,21231-2M000,Dents,DENTS,ENGINE,CYLINDER BLOCK,베어링_크랭크샤프트쓰러스트,DENTS ENGINE CYLINDER BLOCK 베어링크랭크샤프트쓰러스트,덴트,204,5,덴트
PUMP ASSY-OIL,21310-2M800,QR코드 이중타각,QR코드 이중타각,ENGINE,CYLINDER BLOCK,펌프_오일,QR코드 이중타각 ENGINE CYLINDER BLOCK 펌프오일,QR코드마킹불량,1,6,누유
PUMP ASSY-OIL,21310-2M800,MISSING O-RING,MISSING,ENGINE,CYLINDER BLOCK,펌프_오일,MISSING ENGINE CYLINDER BLOCK 펌프오일,O링누락,4,5,서브파트누락
PUMP ASSY-OIL,21310-2S000,바코드 리딩 오류,바코드 리딩 오류,ENGINE,CYLINDER BLOCK,펌프_오일,바코드 리딩 오류 ENGINE CYLINDER BLOCK 펌프오일,바코드인식불가,2,7,타각불량
"COVER ASSY-TIMING BELT,UPR",21310-2U002,SVG 21310-2U002 miss silicon (PPR 005-19),MISS SILICON,ENGINE,CYLINDER BLOCK,커버_타이밍벨트어퍼,MISS SILICON ENGINE CYLINDER BLOCK 커버타이밍벨트어퍼,실리콘누락,1,6,주름
"COVER ASSY-TIMING BELT,LWR",21320-2U001,LN 21320-2U001 gasket damage (PPR 076-20),DAMAGE,ENGINE,CYLINDER BLOCK,커버_타이밍벨트로워,DAMAGE ENGINE CYLINDER BLOCK 커버타이밍벨트로워,파손,546,5,파손
"COVER ASSY-TIMING BELT,LWR",21320-2U001,LN 21320-2U001 deformation (PPR 188-20),DEFORMATION,ENGINE,CYLINDER BLOCK,커버_타이밍벨트로워,DEFORMATION ENGINE CYLINDER BLOCK 커버타이밍벨트로워,부싱휨,5,5,부싱휨
COVER ASSY-TIMING CHAIN,21350-07000,Oil Level Guage Hole Position Shifted,LEVEL GUAGE HOLE POSITION SHIFTED,ENGINE,CYLINDER BLOCK,커버_타이밍체인,LEVEL GUAGE HOLE POSITION SHIFTED ENGINE CYLINDER BLOCK 커버타이밍체인,홀위치불량,28,9,덴트
COVER ASSY-TIMING CHAIN,21350-07000,Oil Level Guage Hole Position Shifted,LEVEL GUAGE HOLE POSITION SHIFTED,ENGINE,CYLINDER BLOCK,커버_타이밍체인,LEVEL GUAGE HOLE POSITION SHIFTED ENGINE CYLINDER BLOCK 커버타이밍체인,홀위치불량,28,9,덴트
COVER ASSY-TIMING CHAIN,21350-07000,"Blow Holes, Hole Position Shifted,Leak",BLOW HOLES HOLE POSITION SHIFTED LEAK,ENGINE,CYLINDER BLOCK,커버_타이밍체인,BLOW HOLES HOLE POSITION SHIFTED LEAK ENGINE CYLINDER BLOCK 커버타이밍체인,기공,32,10,기공
COVER ASSY-TIMING CHAIN,21350-07000,Blow holes in Sealnt area and Oil pan Area ,BLOW HOLES SEALNT,ENGINE,CYLINDER BLOCK,커버_타이밍체인,BLOW HOLES SEALNT ENGINE CYLINDER BLOCK 커버타이밍체인,기공,32,7,기공
COVER ASSY-TIMING CHAIN,21350-07000,Blow holes in Sealnt area and Oil pan Area ,BLOW HOLES SEALNT,ENGINE,CYLINDER BLOCK,커버_타이밍체인,BLOW HOLES SEALNT ENGINE CYLINDER BLOCK 커버타이밍체인,기공,32,7,기공
COVER ASSY-TIMING CHAIN,21350-07000,Blow Holes In Gasket Contact Area,BLOW HOLES,ENGINE,CYLINDER BLOCK,커버_타이밍체인,BLOW HOLES ENGINE CYLINDER BLOCK 커버타이밍체인,기공,32,6,기공
COVER ASSY-TIMING CHAIN,21350-07000,Blow Holes & Chip off,BLOW HOLES CHIP,ENGINE,CYLINDER BLOCK,커버_타이밍체인,BLOW HOLES CHIP ENGINE CYLINDER BLOCK 커버타이밍체인,칩,58,7,기공
COVER ASSY-TIMING CHAIN,21350-08000,Blow Holes Observed In Leak Occurred Area																																														Blow Holes Observed In Leak Occurred Area																																																																																Blow Holes Ob																																		,BLOW HOLES LEAK BLOW HOLES LEAK BLOW HOLES,ENGINE,CYLINDER BLOCK,커버_타이밍체인,BLOW HOLES LEAK BLOW HOLES LEAK BLOW HOLES ENGINE CYLINDER BLOCK 커버타이밍체인,기공,32,12,기공
COVER ASSY-TIMING CHAIN,21350-08000,Blow holes in Oil sealant area ,BLOW HOLES SEALANT,ENGINE,CYLINDER BLOCK,커버_타이밍체인,BLOW HOLES SEALANT ENGINE CYLINDER BLOCK 커버타이밍체인,기공,32,7,기공
COVER ASSY-TIMING CHAIN,21350-08000,Blow holes in Oil sealant area ,BLOW HOLES SEALANT,ENGINE,CYLINDER BLOCK,커버_타이밍체인,BLOW HOLES SEALANT ENGINE CYLINDER BLOCK 커버타이밍체인,기공,32,7,기공
COVER ASSY-TIMING CHAIN,21350-08500,TRG 21350-08500 missing lot (PPR-20090401),MISSING,ENGINE,CYLINDER BLOCK,커버_타이밍체인,MISSING ENGINE CYLINDER BLOCK 커버타이밍체인,로트마킹누락,4,5,O링누락
COVER ASSY-TIMING CHAIN,21350-08500,TRG 21350-08500 crack (PPR-20062918),CRACK,ENGINE,CYLINDER BLOCK,커버_타이밍체인,CRACK ENGINE CYLINDER BLOCK 커버타이밍체인,크랙,133,5,크랙
COVER ASSY-TIMING CHAIN,21350-08500,TRG 21350-08500 chips (PPR-20083103),CHIPS,ENGINE,CYLINDER BLOCK,커버_타이밍체인,CHIPS ENGINE CYLINDER BLOCK 커버타이밍체인,칩,58,5,칩
COVER ASSY-TIMING CHAIN,21350-08500,LN 21350-08500 leakage (PPR 290-20),LEAKAGE,ENGINE,CYLINDER BLOCK,커버_타이밍체인,LEAKAGE ENGINE CYLINDER BLOCK 커버타이밍체인,누유,82,5,누유
COVER ASSY-TIMING CHAIN,21350-08500,LN 21350-08500 leakage (PPR 279-20),LEAKAGE,ENGINE,CYLINDER BLOCK,커버_타이밍체인,LEAKAGE ENGINE CYLINDER BLOCK 커버타이밍체인,누유,82,5,누유
COVER ASSY-TIMING CHAIN,21350-08500,LN 21350-08500 leakage (PPR 190-20),LEAKAGE,ENGINE,CYLINDER BLOCK,커버_타이밍체인,LEAKAGE ENGINE CYLINDER BLOCK 커버타이밍체인,누유,82,5,누유
COVER ASSY-TIMING CHAIN,21350-08500,LN 21350-08500 leak test NOK (PPR 167-20),LEAK NOK,ENGINE,CYLINDER BLOCK,커버_타이밍체인,LEAK NOK ENGINE CYLINDER BLOCK 커버타이밍체인,누유,82,6,누유
COVER ASSY-TIMING CHAIN,21350-08500,LN 21350-08500 deformation (PPR 151-20),DEFORMATION,ENGINE,CYLINDER BLOCK,커버_타이밍체인,DEFORMATION ENGINE CYLINDER BLOCK 커버타이밍체인,부싱휨,5,5,부싱휨
COVER ASSY-TIMING CHAIN,21350-08500,LN 21350-08500 chip (PPR 200-20),CHIP,ENGINE,CYLINDER BLOCK,커버_타이밍체인,CHIP ENGINE CYLINDER BLOCK 커버타이밍체인,칩,58,5,칩
COVER ASSY-TIMING CHAIN,21350-08600,TRG 21350-08600 crack (PPR-20100603),CRACK,ENGINE,CYLINDER BLOCK,커버_타이밍체인,CRACK ENGINE CYLINDER BLOCK 커버타이밍체인,크랙,133,5,크랙
COVER ASSY-TIMING CHAIN,21350-08600,TRG 21350-08600 crack (PPR-20062916),CRACK,ENGINE,CYLINDER BLOCK,커버_타이밍체인,CRACK ENGINE CYLINDER BLOCK 커버타이밍체인,크랙,133,5,크랙
