data,encoded_target
VALUE LETTER THICKNESS ENGINE CYLINDER HEAD 밸브인렛,33
IMPROPER RELIEF MARKING ENGINE CYLINDER HEAD 밸브인렛,21
LETTER THICKNESS ENGINE CYLINDER HEAD 밸브익스호스트,21
IMPROPER RELIEF MARKING PART LEAK PART ENGINE CYLINDER HEAD 밸브익스호스트,21
DENTS LEAK PART ENGINE CYLINDER HEAD 밸브익스호스트,6
DENT ENGINE CYLINDER HEAD 밸브익스호스트,6
발청 ENGINE CYLINDER HEAD 리테이너어퍼,29
식별표시 공정 인식율 저하 ENGINE CYLINDER HEAD 태핏메카니컬,21
SCRATCH ENGINE CYLINDER HEAD 가스켓실린더헤드,23
SCRATCH ENGINE CYLINDER HEAD 가스켓실린더헤드,23
SCRATCH ENGINE CYLINDER HEAD 가스켓실린더헤드,23
LEAKAGE ENGINE CYLINDER HEAD 가스켓실린더헤드,3
LEAK NOK ENGINE CYLINDER HEAD 가스켓실린더헤드,3
LEAK NOK ENGINE CYLINDER HEAD 가스켓실린더헤드,3
CHIP ENGINE CYLINDER HEAD 가스켓실린더헤드,45
RUST PART ENGINE CYLINDER HEAD 볼트실린더헤드,29
MISSING MACHINING ENGINE CYLINDER HEAD 볼트실린더헤드,16
RUST ENGINE CYLINDER HEAD 볼트실린더헤드,29
RUST ENGINE CYLINDER HEAD 볼트실린더헤드,29
MISSING THREAD ENGINE CYLINDER HEAD 볼트실린더헤드,16
DEFORMATION ENGINE CYLINDER HEAD 볼트실린더헤드,8
DEFORMATION ENGINE CYLINDER HEAD 볼트실린더헤드,8
DAMAGED ENGINE CYLINDER HEAD 볼트실린더헤드,6
RUST ENGINE CYLINDER HEAD 볼트실린더헤드,29
RUST ENGINE CYLINDER HEAD 볼트실린더헤드,29
HOLE 가공불량 치수 ENGINE CYLINDER HEAD 어드저스트퓨엘펌프,10
HOLE 가공불량 치수 ENGINE CYLINDER HEAD 어드저스트퓨엘펌프,10
HOLE 가공불량 치수 ENGINE CYLINDER HEAD 어드저스트퓨엘펌프,10
HOLE 가공불량 치수 ENGINE CYLINDER HEAD 어드저스트퓨엘펌프,10
HOLE 가공불량 치수 ENGINE CYLINDER HEAD 어드저스트퓨엘펌프,10
HOLE 가공불량 치수 ENGINE CYLINDER HEAD 어드저스트퓨엘펌프,10
CASTING DEFECT ENGINE CYLINDER HEAD 커버실린더헤드,46
EVENT MISSING ENGINE CYLINDER HEAD 커버실린더헤드,5
LEAK NOK ENGINE CYLINDER HEAD 커버실린더헤드,38
WRONG SUBPART ENGINE CYLINDER HEAD 커버실린더헤드,34
LEAKAGE ENGINE CYLINDER HEAD 커버실린더헤드,3
LEAK NOK ENGINE CYLINDER HEAD 커버실린더헤드,3
MIXED PROBLEM ENGINE CYLINDER HEAD 커버실린더헤드,2
EXTRA MATERIAL ENGINE CYLINDER HEAD 커버실린더헤드,34
TEAED ENGINE CYLINDER HEAD 커버실린더헤드,11
DAMAGE ENGINE CYLINDER HEAD 커버실린더헤드,47
POLLUTION ENGINE CYLINDER HEAD 커버실린더헤드,24
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
MISSING NUMBER ENGINE CYLINDER HEAD 커버실린더헤드,12
MISSING NUMBER ENGINE CYLINDER HEAD 커버실린더헤드,12
DAMAGED ENGINE CYLINDER HEAD 커버실린더헤드,47
DAMAGED ENGINE CYLINDER HEAD 커버실린더헤드,6
WRONG DIMENSION ENGINE CYLINDER HEAD 커버실린더헤드,10
WRONG ASSEMBLED SUBPART ENGINE CYLINDER HEAD 커버실린더헤드,5
WRONG ASSEMBLED ENGINE CYLINDER HEAD 커버실린더헤드,5
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
CHIP ENGINE CYLINDER HEAD 커버실린더헤드,28
DEFORMATION ENGINE CYLINDER HEAD 커버실린더헤드,8
CASTING DEFECT ENGINE CYLINDER HEAD 커버실린더헤드,48
치수불량 ENGINE CYLINDER HEAD 커버락커,10
DAMAGED ENGINE CYLINDER HEAD 볼트가이드,6
RUST LESS PRESENCE ENGINE MAIN MOVING 스프로킷크랭크샤프트타이밍,29
타이밍 마킹 위치 불량 ENGINE MAIN MOVING 스프로킷크랭크샤프트타이밍,21
타이밍 마킹 위치 불량 ENGINE MAIN MOVING 스프로킷크랭크샤프트타이밍,21
MISSING MARKING ENGINE MAIN MOVING 벨트스프로킷크랭크샤프트,12
MISS MARKING ENGINE MAIN MOVING 벨트스프로킷크랭크샤프트,12
WRONG FRICTION ENGINE MAIN MOVING 풀리댐퍼,34
WRONG FRICTION ENGINE MAIN MOVING 풀리댐퍼,34
FALLEN FRICTION ENGINE MAIN MOVING 풀리댐퍼,34
WRONG POSITION SUBPART ENGINE MAIN MOVING 풀리댐퍼,34
WRONG FRICTION ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
MISSING SUBPART ENGINE MAIN MOVING 풀리댐퍼,5
FALLEN FRICTION ENGINE MAIN MOVING 풀리댐퍼,5
 ENGINE MAIN MOVING 풀리댐퍼,34
 ENGINE MAIN MOVING 풀리댐퍼,34
MISSING SUBPART ENGINE MAIN MOVING 베어링파일럿,5
챔퍼가공처리 누락 ENGINE MAIN MOVING 센서휠크랭크샤프트포지션,16
COUNTER SHINK CLEARANCE ENGINE MAIN MOVING 센서휠크랭크샤프트포지션,25
COUNTER SHINK CLEARANCE MORE ENGINE MAIN MOVING 센서휠크랭크샤프트포지션,25
RUST ENGINE MAIN MOVING 플라이휠,29
RUST ENGINE MAIN MOVING 플라이휠,29
WRONG POSITION ENGINE MAIN MOVING 플라이휠익스터날댐퍼,36
MISSING HOLES ENGINE MAIN MOVING 플라이휠,16
RUST ENGINE MAIN MOVING 플라이휠듀얼매스,29
RUST ENGINE MAIN MOVING 플라이휠듀얼매스,29
RUST ENGINE MAIN MOVING 플라이휠듀얼매스,29
RUST ENGINE MAIN MOVING 플라이휠듀얼매스,29
LEAK ENGINE MAIN MOVING 발란스샤프트오일펌프모듈,3
MISSING SUBPART ENGINE MAIN MOVING 피스톤,5
SEIZED ENGINE MAIN MOVING 피스톤서브,5
DIMENSION ENGINE MAIN MOVING 로드콘넥팅,10
SCRATCH DENT COATING DEFECT BURR PART ENGINE MAIN MOVING 베어링콘넥팅로드,23
SCRATCH DENT COATING DEFECT BURR PART ENGINE MAIN MOVING 베어링콘넥팅로드,23
SCRATCH ENGINE MAIN MOVING 베어링콘넥팅로드,23
SCRATCHES ENGINE MAIN MOVING 베어링콘넥팅로드,23
SCRATCHES ENGINE MAIN MOVING 베어링콘넥팅로드,23
SCRATCH DENT COATING DEFECT BURR PART ENGINE MAIN MOVING 베어링콘넥팅로드,23
SCRATCHES ENGINE MAIN MOVING 베어링콘넥팅로드,23
SCRATCH DENT COATING DEFECT BURR PART ENGINE MAIN MOVING 베어링콘넥팅로드,23
SCRATCH ENGINE MAIN MOVING 베어링콘넥팅로드,23
SCRATCH DENT COATING DEFECT BURR PART ENGINE MAIN MOVING 베어링콘넥팅로드,23
SCRATCH DENT COATING DEFECT BURR PART ENGINE MAIN MOVING 베어링콘넥팅로드,23
SCRATCH ENGINE MAIN MOVING 베어링콘넥팅로드,23
MIXED LABELS ENGINE MAIN MOVING 베어링커넥팅로드로워,2
일부부족 ENGINE MAIN MOVING 베어링커넥팅로드,4
MISSING SUBPART ENGINE TIMING SYSTEM 토탈CVVD,4
INCORRECT ENGINE TIMING SYSTEM 토탈CVVD,41
DAMAGED ENGINE TIMING SYSTEM 토탈CVVD,6
EVENT DIMENSION NOK ENGINE TIMING SYSTEM 토탈CVVD,10
소음이슈 ENGINE TIMING SYSTEM 토탈CVVD,17
엔진이음발생 검사 ENGINE TIMING SYSTEM 토탈CVVD,17
엔진이음발생 검사 ENGINE TIMING SYSTEM 토탈CVVD,17
WRONG PART ENGINE TIMING SYSTEM 캠샤프트인렛,2
NOK ROUGHNESS ENGINE TIMING SYSTEM 캠샤프트인렛,44
SCRATCHES HOLES MISSING ENGINE TIMING SYSTEM 캠샤프트인렛,23
SCRATCHES FUNCTIONAL ENGINE TIMING SYSTEM 캠샤프트인렛,23
SCRATCHES ENGINE TIMING SYSTEM 캠샤프트인렛,23
SCRATCH ENGINE TIMING SYSTEM 캠샤프트인렛,23
COLD NOK ENGINE TIMING SYSTEM 캠샤프트익스호스트,39
SCRATCHES ENGINE TIMING SYSTEM 캠샤프트익스호스트,23
SCRATCH FUNCTIONAL ENGINE TIMING SYSTEM 캠샤프트익스호스트,23
SCRATCH ENGINE TIMING SYSTEM 캠샤프트익스호스트,23
치수불량 ENGINE TIMING SYSTEM 캠샤프트익스호스트,10
LOCATION ENGINE TIMING SYSTEM 캠샤프트익스호스트,10
LOCATION ENGINE TIMING SYSTEM 캠샤프트익스호스트,10
거리 치수불량 ENGINE TIMING SYSTEM 캠샤프트익스호스트,10
거리 치수불량 ENGINE TIMING SYSTEM 캠샤프트익스호스트,10
MATRIX COLD ENGINE TIMING SYSTEM CVVT센터볼트서브인렛,39
IMPROPER COPPER PLATING ENGINE TIMING SYSTEM 체인타이밍,29
MALFUNCTION ENGINE TIMING SYSTEM CVVT인렛,13
MALFUNCTION ENGINE TIMING SYSTEM CVVT인렛,13
MALFUNCTION ENGINE TIMING SYSTEM CVVT인렛,13
COLD NOK ENGINE TIMING SYSTEM CVVT인렛,39
SCRATCHES PART ENGINE TIMING SYSTEM CVVT인렛,23
MISSED PART ENGINE TIMING SYSTEM CVVT인렛,5
FUNCTIONALY NOT WORKING COLD ENGINE TIMING SYSTEM CVVT인렛,39
COLD FUNCTIONALLY NOT WORKING ENGINE TIMING SYSTEM CVVT인렛,39
PART MISSING COLD TIME COADE PRINTING ENGINE TIMING SYSTEM CVVT인렛,39
MISSING ENGINE TIMING SYSTEM CVVT인렛,12
COLD FUNCTIONALLY NOT WORKING ENGINE TIMING SYSTEM CVVT인렛,39
PART MISSED ENGINE TIMING SYSTEM CVVT인렛,5
엑츄에이터 고착 ENGINE TIMING SYSTEM 솔레노이드인렛,13
WRONG DIMENSION ENGINE TIMING SYSTEM 센터볼트,10
DAMAGE ENGINE TIMING SYSTEM CVVTVFS인렛,6
WRONG DIAMETER ENGINE TIMING SYSTEM CVVTVFS인렛,10
COLD DAMAGE ENGINE TIMING SYSTEM CVVTVFS인렛,6
COLLAPASED RECEIVING CONDITION ENGINE TIMING SYSTEM CVVT익스호스트,49
COLLPASSED RECEIVING CONDITION ENGINE TIMING SYSTEM CVVT익스호스트,49
RUST ENGINE TIMING SYSTEM CVVT익스호스트,29
RUST ENGINE TIMING SYSTEM CVVT익스호스트,29
PART RECEVIED PAINTING ENGINE TIMING SYSTEM OVC워터필터OCV,50
MISSING SUBPART ENGINE TIMING SYSTEM 풀리아들러타이밍,5
코일이탈 필드품질문제 ENGINE TIMING SYSTEM CVVT센터볼트서브익스호스트,36
ALIGNMENT MARKS INCORRECT ENGINE TIMING SYSTEM CVVT센터볼트서브익스호스트,12
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG SUBPART ENGINE TIMING SYSTEM IVM모듈,36
WRONG ASSEMBLED ENGINE TIMING SYSTEM IVM모듈,36
RUST ENGINE TIMING SYSTEM IVM모듈,29
DAMAGED ENGINE TIMING SYSTEM IVM모듈,6
DAMAGED ENGINE TIMING SYSTEM IVM모듈,6
MALFUNCTION ENGINE TIMING SYSTEM IVM모듈,13
ERROR ENGINE TIMING SYSTEM IVM모듈,18
WRONG POSITION ENGINE TIMING SYSTEM IVM모듈,13
WRONG DIMENSION ENGINE TIMING SYSTEM IVM모듈,10
MISSING PINS ENGINE TIMING SYSTEM IVM모듈,5
LOOSE ENGINE TIMING SYSTEM IVM모듈,5
LEAKAGE ENGINE TIMING SYSTEM IVM모듈,3
LEAK NOK ENGINE TIMING SYSTEM IVM모듈,3
LEAK NOK ENGINE TIMING SYSTEM IVM모듈,3
LEAK NOK ENGINE TIMING SYSTEM IVM모듈,3
CONTAMINATION ENGINE TIMING SYSTEM IVM모듈,24
COLD NOK ENGINE TIMING SYSTEM IVM모듈,39
COLD NOK ENGINE TIMING SYSTEM IVM모듈,39
ADDITIONAL MATERIAL ENGINE TIMING SYSTEM IVM모듈,9
OLD PART ENGINE TIMING SYSTEM 텐셔너타이밍체임,28
OLD PART ENGINE TIMING SYSTEM 텐셔너타이밍체임,28
MISSING DOT MARKING ENGINE TIMING SYSTEM HLA스윙암,12
변형 ENGINE TIMING SYSTEM 와셔,29
SUSPECT ENGINE COOLING SYSTEM 펌프워터,3
SUSPECT ENGINE COOLING SYSTEM 펌프워터,3
SUSPECT ENGINE COOLING SYSTEM 펌프워터,3
SUSPECT ENGINE COOLING SYSTEM 펌프워터,31
EVENT POROSITY ENGINE COOLING SYSTEM 펌프워터,30
EVENT LEAKAGE ENGINE COOLING SYSTEM 펌프워터,3
EVENT LEAK ENGINE COOLING SYSTEM 펌프워터,3
DIFFERENT ENGINE COOLING SYSTEM 펌프워터,41
EVENT POROSITY ENGINE COOLING SYSTEM 펌프워터,30
DAMAGED SURFACE ENGINE COOLING SYSTEM 펌프워터,6
DAMAGED SURFACE ENGINE COOLING SYSTEM 펌프워터,6
DAMAGED SURFACE ENGINE COOLING SYSTEM 펌프워터,6
PART DAMAGED ENGINE COOLING SYSTEM V립벨트,47
MACHINING PROBLEM ENGINE COOLING SYSTEM V립벨트,14
찢어짐 ENGINE COOLING SYSTEM 아이들러그루브,47
DENTS SCRATCHES ENGINE COOLING SYSTEM 텐셔너드라이브벨트,23
WRONG POSITION ENGINE COOLING SYSTEM 풀리아이들러,51
MALFUNCTION ENGINE COOLING SYSTEM 풀리아이들러,13
파손 ENGINE COOLING SYSTEM 라디에이터,11
손상 ENGINE COOLING SYSTEM 라디에이터,11
손상 ENGINE COOLING SYSTEM 라디에이터,11
DAMAGED ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DAMAGED ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DAMAGED ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DAMAGED ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DAMAGED ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DAMAGED ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DAMAGED ENGINE COOLING SYSTEM 호스피팅워터인렛,6
SCRATCHES ENGINE COOLING SYSTEM 호스피팅워터인렛,23
SCRATCH ENGINE COOLING SYSTEM 호스피팅워터인렛,23
SCRATCH ENGINE COOLING SYSTEM 호스피팅워터인렛,23
SCRATCHES ENGINE COOLING SYSTEM 호스피팅워터인렛,23
SCRATCHES ENGINE COOLING SYSTEM 호스피팅워터인렛,23
SCRATCHES ENGINE COOLING SYSTEM 호스피팅워터인렛,23
SCRATCHES ENGINE COOLING SYSTEM 호스피팅워터인렛,23
SCRATCH NOK ENGINE COOLING SYSTEM 호스피팅워터인렛,23
SCRATCH ENGINE COOLING SYSTEM 호스피팅워터인렛,23
LEAK NOK ENGINE COOLING SYSTEM 호스피팅워터인렛,3
LEAK NOK ENGINE COOLING SYSTEM 호스피팅워터인렛,3
LEAK NOK ENGINE COOLING SYSTEM 호스피팅워터인렛,3
DENTS NOK ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DENTS ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DENT ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DAMAGED SURFACE NOK ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DAMAGED ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DAMAGED ENGINE COOLING SYSTEM 호스피팅워터인렛,6
DAMAGED ENGINE COOLING SYSTEM 호스피팅워터인렛,6
ALUMINIUM CHIP ENGINE COOLING SYSTEM 호스피팅워터인렛,22
ALUMINIUM CHIP ENGINE COOLING SYSTEM 호스피팅워터인렛,22
ALUMINIUM CHIP ENGINE COOLING SYSTEM 호스피팅워터인렛,22
DAMAGE ENGINE COOLING SYSTEM 호스피팅워터인렛,6
LEAKTEST NOK ENGINE COOLING SYSTEM 호스피팅워터인렛,3
LEAK NOK ENGINE COOLING SYSTEM 호스피팅워터인렛,3
LEAK NOK ENGINE COOLING SYSTEM 호스피팅워터인렛,3
LEAK NOK ENGINE COOLING SYSTEM 호스피팅워터인렛,3
CONTAMINATION ENGINE COOLING SYSTEM 호스피팅워터인렛,24
ALUMINIUM CHIP ENGINE COOLING SYSTEM 호스피팅워터인렛,22
CUT ENGINE COOLING SYSTEM 호스오일쿨러,47
파손 ENGINE COOLING SYSTEM 탱크라디에이터리저버,11
손상 ENGINE COOLING SYSTEM 탱크라디에이터리저버,11
WEAK RESISTANCE ENGINE COOLING SYSTEM 탱크라디에이터리저버,3
WEAK RESISTANCE ENGINE COOLING SYSTEM 탱크라디에이터리저버,3
WEAK RESISTANCE ENGINE COOLING SYSTEM 탱크라디에이터리저버,3
WEAK RESISTANCE ENGINE COOLING SYSTEM 탱크라디에이터리저버,3
용접불량 ENGINE COOLING SYSTEM 파이프호스워터석션,52
 ENGINE COOLING SYSTEM 클램프,53
MISSING SUBPART ENGINE COOLING SYSTEM 파이프호스히터,5
MISISNG SUBPART ENGINE COOLING SYSTEM 파이프호스히터,5
MISSING SUBPART ENGINE COOLING SYSTEM 파이프호스히터,5
LEAKAGE ENGINE COOLING SYSTEM 파이프오일쿨러,3
WRONG ENGINE COOLING SYSTEM 파이프히터,2
WRONG SUBPART ENGINE COOLING SYSTEM 파이프히터,2
WRONG ENGINE COOLING SYSTEM 파이프히터,2
MISSING SUBPART ENGINE COOLING SYSTEM 호스워터,5
DAMAGE ENGINE COOLING SYSTEM 호스EGR쿨러,3
LEAKAGE ENGINE COOLING SYSTEM 호스EGR쿨러,3
LEAKAGE ENGINE COOLING SYSTEM 호스EGR쿨러,3
LEAK NOK ENGINE COOLING SYSTEM 호스EGR쿨러,3
DAMAGAD ENGINE COOLING SYSTEM 호스EGR쿨러,3
LEAKAGE ENGINE COOLING SYSTEM 호스EGR쿨러,3
LEAKAGE ENGINE COOLING SYSTEM 호스EGR쿨러,3
DIMENSION ENGINE COOLING SYSTEM 호스EGR쿨러,10
DAMAGED ENGINE COOLING SYSTEM 호스EGR쿨러,3
MISSING SUBPART ENGINE COOLING SYSTEM 파이프호스디가스,5
MISSING SUBPART ENGINE COOLING SYSTEM 파이프호스디가스,5
MISSING ENGINE COOLING SYSTEM 파이프호스디가스,5
MISSING SUBPART ENGINE COOLING SYSTEM 파이프호스디가스,5
MISSING SUBPART ENGINE COOLING SYSTEM 파이프호스디가스,5
DEFORMED ENGINE COOLING SYSTEM 호스EGR밸브,8
DAMAGE ENGINE COOLING SYSTEM 써모스텟,6
DAMAGE ENGINE COOLING SYSTEM 써모스텟,6
LEAKAGE SUSPECT ENGINE COOLING SYSTEM 인터그래이트서말매니지모드,3
LEAKAGE ENGINE COOLING SYSTEM 인터그래이트서말매니지모드,3
LEAKAGE NOK ENGINE COOLING SYSTEM 인터그래이트서말매니지모드,3
CRACK ENGINE COOLING SYSTEM 인터그래이트서말매니지모드,11
LEAKAGE ENGINE COOLING SYSTEM 인터그래이트서말매니지모드,3
LEAKING ENGINE COOLING SYSTEM 워머ATF,3
DEFECT INJECTION MOLDING ENGINE COOLING SYSTEM 에어가이드,19
서브품 누락 ENGINE LUBRICATING SYSTEM 스트레이너오일,5
NUI 누락 ENGINE LUBRICATING SYSTEM 필터모듈오일,5
DAMAGED ENGINE LUBRICATING SYSTEM 쿨러오일,6
WRONG MACHINING ENGINE LUBRICATING SYSTEM 쿨러오일,16
DIMENSION ENGINE LUBRICATING SYSTEM 게이지오일레벨,8
CODE ENGINE INGITION SYSTEM 코일이그니션,18
CODE ENGINE INGITION SYSTEM 코일이그니션,18
VIBRATION NOT ENGINE INGITION SYSTEM 코일이그니션,54
CODE ENGINE INGITION SYSTEM 코일이그니션,18
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE DAMAGED ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
HARD ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,14
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
NOT POSSIBLE FULLY CLOSE ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,13
TIGHTENING PROBLEM ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,14
SCRATCHES SURFACE DEFECT ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,23
SCRATCHES SURFACE DEFECT ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,23
SCRATCHES SURFACE DEFECT ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,23
PART SHAPE DISASSEMBLED PART ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,19
INOP PROBLEM ENGINE INTAKE/EXHAUST SYSTEM 에어클리너,8
조립 누락 ENGINE INTAKE/EXHAUST SYSTEM 호스에어인테이크,5
DAMAGE ENGINE INTAKE/EXHAUST SYSTEM 덕트에어인렛,11
